'Elapsed time','ECG ECG'
1.254,-0.062
1.256,-0.060
1.258,-0.057
1.260,-0.053
1.262,-0.050
1.264,-0.047
1.266,-0.045
1.268,-0.044
1.270,-0.044
1.272,-0.045
1.274,-0.046
1.276,-0.048
1.278,-0.050
1.280,-0.052
1.282,-0.054
1.284,-0.055
1.286,-0.055
1.288,-0.054
1.290,-0.053
1.292,-0.051
1.294,-0.050
1.296,-0.050
1.298,-0.050
1.300,-0.052
1.302,-0.053
1.304,-0.055
1.306,-0.056
1.308,-0.057
1.310,-0.056
1.312,-0.055
1.314,-0.053
1.316,-0.051
1.318,-0.050
1.320,-0.049
1.322,-0.048
1.324,-0.048
1.326,-0.049
1.328,-0.051
1.330,-0.053
1.332,-0.054
1.334,-0.056
1.336,-0.058
1.338,-0.059
1.340,-0.060
1.342,-0.061
1.344,-0.062
1.346,-0.061
1.348,-0.061
1.350,-0.060
1.352,-0.057
1.354,-0.054
1.356,-0.050
1.358,-0.046
1.360,-0.042
1.362,-0.039
1.364,-0.038
1.366,-0.039
1.368,-0.042
1.370,-0.046
1.372,-0.051
1.374,-0.055
1.376,-0.057
1.378,-0.058
1.380,-0.058
1.382,-0.056
1.384,-0.054
1.386,-0.053
1.388,-0.052
1.390,-0.052
1.392,-0.052
1.394,-0.053
1.396,-0.055
1.398,-0.056
1.400,-0.056
1.402,-0.055
1.404,-0.053
1.406,-0.051
1.408,-0.048
1.410,-0.046
1.412,-0.045
1.414,-0.046
1.416,-0.047
1.418,-0.049
1.420,-0.051
1.422,-0.053
1.424,-0.053
1.426,-0.051
1.428,-0.049
1.430,-0.046
1.432,-0.043
1.434,-0.041
1.436,-0.041
1.438,-0.043
1.440,-0.046
1.442,-0.050
1.444,-0.054
1.446,-0.057
1.448,-0.058
1.450,-0.056
1.452,-0.053
1.454,-0.048
1.456,-0.042
1.458,-0.037
1.460,-0.033
1.462,-0.031
1.464,-0.032
1.466,-0.035
1.468,-0.039
1.470,-0.044
1.472,-0.048
1.474,-0.052
1.476,-0.054
1.478,-0.054
1.480,-0.053
1.482,-0.052
1.484,-0.050
1.486,-0.049
1.488,-0.048
1.490,-0.047
1.492,-0.047
1.494,-0.047
1.496,-0.048
1.498,-0.048
1.500,-0.048
1.502,-0.047
1.504,-0.045
1.506,-0.042
1.508,-0.040
1.510,-0.037
1.512,-0.035
1.514,-0.034
1.516,-0.035
1.518,-0.037
1.520,-0.041
1.522,-0.044
1.524,-0.048
1.526,-0.051
1.528,-0.053
1.530,-0.053
1.532,-0.053
1.534,-0.051
1.536,-0.048
1.538,-0.045
1.540,-0.043
1.542,-0.040
1.544,-0.039
1.546,-0.040
1.548,-0.042
1.550,-0.046
1.552,-0.049
1.554,-0.052
1.556,-0.054
1.558,-0.054
1.560,-0.051
1.562,-0.047
1.564,-0.041
1.566,-0.036
1.568,-0.031
1.570,-0.028
1.572,-0.027
1.574,-0.028
1.576,-0.031
1.578,-0.036
1.580,-0.041
1.582,-0.047
1.584,-0.051
1.586,-0.053
1.588,-0.053
1.590,-0.050
1.592,-0.046
1.594,-0.041
1.596,-0.036
1.598,-0.033
1.600,-0.030
1.602,-0.030
1.604,-0.031
1.606,-0.033
1.608,-0.035
1.610,-0.037
1.612,-0.039
1.614,-0.041
1.616,-0.042
1.618,-0.043
1.620,-0.043
1.622,-0.043
1.624,-0.044
1.626,-0.044
1.628,-0.045
1.630,-0.045
1.632,-0.046
1.634,-0.046
1.636,-0.046
1.638,-0.045
1.640,-0.044
1.642,-0.044
1.644,-0.045
1.646,-0.046
1.648,-0.048
1.650,-0.048
1.652,-0.048
1.654,-0.046
1.656,-0.043
1.658,-0.039
1.660,-0.034
1.662,-0.029
1.664,-0.026
1.666,-0.024
1.668,-0.024
1.670,-0.026
1.672,-0.030
1.674,-0.034
1.676,-0.039
1.678,-0.042
1.680,-0.044
1.682,-0.043
1.684,-0.041
1.686,-0.036
1.688,-0.032
1.690,-0.028
1.692,-0.027
1.694,-0.028
1.696,-0.032
1.698,-0.036
1.700,-0.040
1.702,-0.043
1.704,-0.044
1.706,-0.043
1.708,-0.041
1.710,-0.038
1.712,-0.035
1.714,-0.034
1.716,-0.034
1.718,-0.035
1.720,-0.037
1.722,-0.040
1.724,-0.044
1.726,-0.047
1.728,-0.048
1.730,-0.049
1.732,-0.048
1.734,-0.045
1.736,-0.040
1.738,-0.036
1.740,-0.032
1.742,-0.028
1.744,-0.027
1.746,-0.028
1.748,-0.030
1.750,-0.034
1.752,-0.037
1.754,-0.039
1.756,-0.041
1.758,-0.041
1.760,-0.041
1.762,-0.040
1.764,-0.038
1.766,-0.036
1.768,-0.034
1.770,-0.029
1.772,-0.023
1.774,-0.015
1.776,-0.006
1.778,0.003
1.780,0.011
1.782,0.016
1.784,0.018
1.786,0.018
1.788,0.015
1.790,0.010
1.792,0.006
1.794,0.001
1.796,-0.001
1.798,-0.002
1.800,-0.001
1.802,0.001
1.804,0.005
1.806,0.010
1.808,0.015
1.810,0.019
1.812,0.023
1.814,0.026
1.816,0.028
1.818,0.029
1.820,0.029
1.822,0.028
1.824,0.026
1.826,0.025
1.828,0.023
1.830,0.020
1.832,0.017
1.834,0.012
1.836,0.005
1.838,-0.003
1.840,-0.011
1.842,-0.018
1.844,-0.024
1.846,-0.028
1.848,-0.031
1.850,-0.034
1.852,-0.037
1.854,-0.042
1.856,-0.048
1.858,-0.055
1.860,-0.061
1.862,-0.064
1.864,-0.063
1.866,-0.059
1.868,-0.051
1.870,-0.044
1.872,-0.038
1.874,-0.036
1.876,-0.038
1.878,-0.044
1.880,-0.052
1.882,-0.059
1.884,-0.063
1.886,-0.064
1.888,-0.063
1.890,-0.063
1.892,-0.065
1.894,-0.072
1.896,-0.082
1.898,-0.093
1.900,-0.100
1.902,-0.096
1.904,-0.074
1.906,-0.031
1.908,0.037
1.910,0.128
1.912,0.237
1.914,0.354
1.916,0.470
1.918,0.570
1.920,0.641
1.922,0.673
1.924,0.660
1.926,0.602
1.928,0.507
1.930,0.389
1.932,0.265
1.934,0.152
1.936,0.063
1.938,0.004
1.940,-0.025
1.942,-0.030
1.944,-0.020
1.946,-0.006
1.948,0.006
1.950,0.013
1.952,0.012
1.954,0.006
1.956,-0.003
1.958,-0.013
1.960,-0.021
1.962,-0.026
1.964,-0.027
1.966,-0.024
1.968,-0.018
1.970,-0.011
1.972,-0.005
1.974,-0.003
1.976,-0.004
1.978,-0.009
1.980,-0.017
1.982,-0.023
1.984,-0.027
1.986,-0.026
1.988,-0.021
1.990,-0.013
1.992,-0.005
1.994,0.001
1.996,0.004
1.998,0.002
2.000,-0.003
2.002,-0.009
2.004,-0.015
2.006,-0.020
2.008,-0.022
2.010,-0.021
2.012,-0.020
2.014,-0.018
2.016,-0.017
2.018,-0.016
2.020,-0.014
2.022,-0.011
2.024,-0.006
2.026,0.002
2.028,0.011
2.030,0.020
2.032,0.028
2.034,0.033
2.036,0.034
2.038,0.033
2.040,0.029
2.042,0.024
2.044,0.020
2.046,0.017
2.048,0.016
2.050,0.016
2.052,0.018
2.054,0.022
2.056,0.025
2.058,0.029
2.060,0.033
2.062,0.037
2.064,0.041
2.066,0.045
2.068,0.049
2.070,0.053
2.072,0.058
2.074,0.062
2.076,0.067
2.078,0.072
2.080,0.077
2.082,0.080
2.084,0.082
2.086,0.083
2.088,0.083
2.090,0.083
2.092,0.082
2.094,0.082
2.096,0.083
2.098,0.085
2.100,0.087
2.102,0.090
2.104,0.094
2.106,0.099
2.108,0.104
2.110,0.110
2.112,0.117
2.114,0.123
2.116,0.129
2.118,0.135
2.120,0.139
2.122,0.143
2.124,0.146
2.126,0.148
2.128,0.151
2.130,0.154
2.132,0.158
2.134,0.164
2.136,0.170
2.138,0.177
2.140,0.183
2.142,0.189
2.144,0.193
2.146,0.196
2.148,0.197
2.150,0.199
2.152,0.201
2.154,0.205
2.156,0.212
2.158,0.220
2.160,0.229
2.162,0.239
2.164,0.247
2.166,0.253
2.168,0.256
2.170,0.256
2.172,0.254
2.174,0.251
2.176,0.247
2.178,0.245
2.180,0.244
2.182,0.244
2.184,0.246
2.186,0.249
2.188,0.252
2.190,0.255
2.192,0.257
2.194,0.257
2.196,0.255
2.198,0.251
2.200,0.245
2.202,0.237
2.204,0.228
2.206,0.218
2.208,0.208
2.210,0.198
2.212,0.188
2.214,0.177
2.216,0.165
2.218,0.152
2.220,0.138
2.222,0.123
2.224,0.109
2.226,0.094
2.228,0.081
2.230,0.070
2.232,0.060
2.234,0.052
2.236,0.044
2.238,0.038
2.240,0.031
2.242,0.024
2.244,0.017
2.246,0.009
2.248,0.002
2.250,-0.006
2.252,-0.013
2.254,-0.019
2.256,-0.025
2.258,-0.030
2.260,-0.034
2.262,-0.038
2.264,-0.042
2.266,-0.045
2.268,-0.049
2.270,-0.052
2.272,-0.056
2.274,-0.059
2.276,-0.062
2.278,-0.065
2.280,-0.065
2.282,-0.064
2.284,-0.060
2.286,-0.054
2.288,-0.048
2.290,-0.042
2.292,-0.037
2.294,-0.035
2.296,-0.034
2.298,-0.036
2.300,-0.038
2.302,-0.040
2.304,-0.041
2.306,-0.042
2.308,-0.043
2.310,-0.044
2.312,-0.046
2.314,-0.049
2.316,-0.052
2.318,-0.056
2.320,-0.059
2.322,-0.061
2.324,-0.061
2.326,-0.060
2.328,-0.057
2.330,-0.053
2.332,-0.049
2.334,-0.046
2.336,-0.043
2.338,-0.041
2.340,-0.040
2.342,-0.040
2.344,-0.042
2.346,-0.043
2.348,-0.045
2.350,-0.047
2.352,-0.047
2.354,-0.047
2.356,-0.045
2.358,-0.044
2.360,-0.042
2.362,-0.040
2.364,-0.039
2.366,-0.038
2.368,-0.037
2.370,-0.035
2.372,-0.032
2.374,-0.027
2.376,-0.021
2.378,-0.015
2.380,-0.011
2.382,-0.010
2.384,-0.012
2.386,-0.017
2.388,-0.025
2.390,-0.032
2.392,-0.039
2.394,-0.042
2.396,-0.043
2.398,-0.041
2.400,-0.037
2.402,-0.033
2.404,-0.030
2.406,-0.028
2.408,-0.028
2.410,-0.030
2.412,-0.033
2.414,-0.036
2.416,-0.039
2.418,-0.041
2.420,-0.043
2.422,-0.043
2.424,-0.042
2.426,-0.041
2.428,-0.040
2.430,-0.040
2.432,-0.041
2.434,-0.043
2.436,-0.046
2.438,-0.049
2.440,-0.052
2.442,-0.054
2.444,-0.054
2.446,-0.053
2.448,-0.051
2.450,-0.049
2.452,-0.048
2.454,-0.049
2.456,-0.051
2.458,-0.053
2.460,-0.054
2.462,-0.055
2.464,-0.054
2.466,-0.051
2.468,-0.048
2.470,-0.045
2.472,-0.044
2.474,-0.045
2.476,-0.047
2.478,-0.051
2.480,-0.055
2.482,-0.059
2.484,-0.063
2.486,-0.065
2.488,-0.065
2.490,-0.063
2.492,-0.060
2.494,-0.055
2.496,-0.051
2.498,-0.046
2.500,-0.044
2.502,-0.043
2.504,-0.044
2.506,-0.047
2.508,-0.050
2.510,-0.052
2.512,-0.055
2.514,-0.056
2.516,-0.057
2.518,-0.059
2.520,-0.060
2.522,-0.062
2.524,-0.064
2.526,-0.065
2.528,-0.066
2.530,-0.065
2.532,-0.063
2.534,-0.060
2.536,-0.057
2.538,-0.055
2.540,-0.054
2.542,-0.054
2.544,-0.056
2.546,-0.059
2.548,-0.063
2.550,-0.067
2.552,-0.071
2.554,-0.073
2.556,-0.073
2.558,-0.072
2.560,-0.069
2.562,-0.066
2.564,-0.062
2.566,-0.060
2.568,-0.058
2.570,-0.057
2.572,-0.057
2.574,-0.059
2.576,-0.061
2.578,-0.064
2.580,-0.066
2.582,-0.068
2.584,-0.068
2.586,-0.068
2.588,-0.068
2.590,-0.067
2.592,-0.067
2.594,-0.066
2.596,-0.066
2.598,-0.066
2.600,-0.064
2.602,-0.062
2.604,-0.059
2.606,-0.055
2.608,-0.052
2.610,-0.050
2.612,-0.049
2.614,-0.048
2.616,-0.049
2.618,-0.050
2.620,-0.051
2.622,-0.053
2.624,-0.054
2.626,-0.056
2.628,-0.057
2.630,-0.059
2.632,-0.060
2.634,-0.061
2.636,-0.061
2.638,-0.062
2.640,-0.062
2.642,-0.061
2.644,-0.061
2.646,-0.062
2.648,-0.062
2.650,-0.063
2.652,-0.063
2.654,-0.064
2.656,-0.064
2.658,-0.064
2.660,-0.064
2.662,-0.064
2.664,-0.064
2.666,-0.064
2.668,-0.063
2.670,-0.063
2.672,-0.062
2.674,-0.062
2.676,-0.061
2.678,-0.062
2.680,-0.063
2.682,-0.064
2.684,-0.066
2.686,-0.067
2.688,-0.067
2.690,-0.066
2.692,-0.065
2.694,-0.064
2.696,-0.063
2.698,-0.063
2.700,-0.063
2.702,-0.064
2.704,-0.064
2.706,-0.065
2.708,-0.065
2.710,-0.066
2.712,-0.066
2.714,-0.066
2.716,-0.066
2.718,-0.064
2.720,-0.062
2.722,-0.058
2.724,-0.054
2.726,-0.049
2.728,-0.047
2.730,-0.045
2.732,-0.046
2.734,-0.048
2.736,-0.051
2.738,-0.055
2.740,-0.060
2.742,-0.064
2.744,-0.067
2.746,-0.070
2.748,-0.072
2.750,-0.071
2.752,-0.069
2.754,-0.065
2.756,-0.059
2.758,-0.053
2.760,-0.048
2.762,-0.044
2.764,-0.042
2.766,-0.043
2.768,-0.045
2.770,-0.049
2.772,-0.053
2.774,-0.057
2.776,-0.060
2.778,-0.063
2.780,-0.064
2.782,-0.065
2.784,-0.064
2.786,-0.064
2.788,-0.063
2.790,-0.062
2.792,-0.061
2.794,-0.061
2.796,-0.061
2.798,-0.060
2.800,-0.060
2.802,-0.059
2.804,-0.057
2.806,-0.056
2.808,-0.055
2.810,-0.055
2.812,-0.055
2.814,-0.056
2.816,-0.057
2.818,-0.058
2.820,-0.058
2.822,-0.056
2.824,-0.054
2.826,-0.051
2.828,-0.048
2.830,-0.047
2.832,-0.046
2.834,-0.047
2.836,-0.050
2.838,-0.053
2.840,-0.057
2.842,-0.060
2.844,-0.063
2.846,-0.063
2.848,-0.062
2.850,-0.058
2.852,-0.054
2.854,-0.049
2.856,-0.045
2.858,-0.043
2.860,-0.043
2.862,-0.044
2.864,-0.046
2.866,-0.049
2.868,-0.050
2.870,-0.050
2.872,-0.047
2.874,-0.043
2.876,-0.038
2.878,-0.032
2.880,-0.027
2.882,-0.022
2.884,-0.018
2.886,-0.015
2.888,-0.013
2.890,-0.011
2.892,-0.010
2.894,-0.008
2.896,-0.006
2.898,-0.002
2.900,0.002
2.902,0.008
2.904,0.015
2.906,0.021
2.908,0.027
2.910,0.030
2.912,0.031
2.914,0.029
2.916,0.024
2.918,0.017
2.920,0.010
2.922,0.002
2.924,-0.003
2.926,-0.007
2.928,-0.007
2.930,-0.005
2.932,-0.000
2.934,0.005
2.936,0.010
2.938,0.012
2.940,0.011
2.942,0.004
2.944,-0.006
2.946,-0.021
2.948,-0.037
2.950,-0.054
2.952,-0.068
2.954,-0.079
2.956,-0.085
2.958,-0.087
2.960,-0.085
2.962,-0.080
2.964,-0.073
2.966,-0.066
2.968,-0.060
2.970,-0.055
2.972,-0.050
2.974,-0.047
2.976,-0.045
2.978,-0.045
2.980,-0.048
2.982,-0.054
2.984,-0.062
2.986,-0.071
2.988,-0.078
2.990,-0.082
2.992,-0.082
2.994,-0.080
2.996,-0.077
2.998,-0.076
3.000,-0.079
3.002,-0.085
3.004,-0.093
3.006,-0.098
3.008,-0.095
3.010,-0.077
3.012,-0.040
3.014,0.018
3.016,0.097
3.018,0.193
3.020,0.298
3.022,0.404
3.024,0.498
3.026,0.568
3.028,0.604
3.030,0.599
3.032,0.551
3.034,0.465
3.036,0.354
3.038,0.232
3.040,0.115
3.042,0.019
3.044,-0.050
3.046,-0.088
3.048,-0.101
3.050,-0.094
3.052,-0.078
3.054,-0.060
3.056,-0.044
3.058,-0.035
3.060,-0.031
3.062,-0.033
3.064,-0.039
3.066,-0.046
3.068,-0.052
3.070,-0.054
3.072,-0.051
3.074,-0.043
3.076,-0.033
3.078,-0.021
3.080,-0.013
3.082,-0.008
3.084,-0.009
3.086,-0.013
3.088,-0.020
3.090,-0.026
3.092,-0.030
3.094,-0.030
3.096,-0.028
3.098,-0.024
3.100,-0.020
3.102,-0.017
3.104,-0.015
3.106,-0.015
3.108,-0.016
3.110,-0.015
3.112,-0.014
3.114,-0.012
3.116,-0.009
3.118,-0.006
3.120,-0.004
3.122,-0.003
3.124,-0.003
3.126,-0.004
3.128,-0.006
3.130,-0.008
3.132,-0.008
3.134,-0.008
3.136,-0.006
3.138,-0.004
3.140,-0.001
3.142,0.002
3.144,0.006
3.146,0.009
3.148,0.013
3.150,0.016
3.152,0.020
3.154,0.023
3.156,0.026
3.158,0.029
3.160,0.032
3.162,0.034
3.164,0.036
3.166,0.038
3.168,0.039
3.170,0.042
3.172,0.045
3.174,0.049
3.176,0.053
3.178,0.056
3.180,0.058
3.182,0.059
3.184,0.058
3.186,0.056
3.188,0.055
3.190,0.056
3.192,0.058
3.194,0.063
3.196,0.070
3.198,0.078
3.200,0.086
